alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
0.5,2.203172e-03,1.793909e-05,1.292932e-06,2.318710e-04,2.547015e-03,9.166075e-05,3.373743e-03,2.420540e-05,1.178138e-05,7.337015e-03
0.5,2.202344e-03,1.791604e-05,1.291438e-06,2.309622e-04,2.558557e-03,9.208957e-05,3.380574e-03,2.431462e-05,1.184265e-05,7.264592e-03
0.5,2.201518e-03,1.789308e-05,1.289943e-06,2.300549e-04,2.569968e-03,9.251359e-05,3.387129e-03,2.442259e-05,1.190338e-05,7.175995e-03
0.5,2.200693e-03,1.787020e-05,1.288449e-06,2.291493e-04,2.581250e-03,9.293286e-05,3.393413e-03,2.452933e-05,1.196358e-05,7.089101e-03
0.5,2.199869e-03,1.784741e-05,1.286954e-06,2.282455e-04,2.592405e-03,9.334748e-05,3.399432e-03,2.463487e-05,1.202326e-05,7.003868e-03
0.5,2.199047e-03,1.782471e-05,1.285460e-06,2.273435e-04,2.603437e-03,9.375750e-05,3.405192e-03,2.473922e-05,1.208242e-05,6.920256e-03
0.5,2.198227e-03,1.780209e-05,1.283966e-06,2.264435e-04,2.614349e-03,9.416299e-05,3.410698e-03,2.484242e-05,1.214107e-05,6.838227e-03
0.5,2.197408e-03,1.777957e-05,1.282473e-06,2.255455e-04,2.625141e-03,9.456404e-05,3.415955e-03,2.494449e-05,1.219922e-05,6.757742e-03
0.5,2.196591e-03,1.775715e-05,1.280981e-06,2.246495e-04,2.635818e-03,9.496070e-05,3.420968e-03,2.504546e-05,1.225687e-05,6.678765e-03
0.5,2.195776e-03,1.773481e-05,1.279489e-06,2.237557e-04,2.646381e-03,9.535304e-05,3.425743e-03,2.514533e-05,1.231403e-05,6.601259e-03
0.5,2.194963e-03,1.771258e-05,1.277999e-06,2.228642e-04,2.656832e-03,9.574113e-05,3.430284e-03,2.524414e-05,1.237071e-05,6.525190e-03
0.5,2.194151e-03,1.769045e-05,1.276509e-06,2.219749e-04,2.667174e-03,9.612503e-05,3.434596e-03,2.534191e-05,1.242691e-05,6.450524e-03
0.5,2.193342e-03,1.766841e-05,1.275021e-06,2.210881e-04,2.677409e-03,9.650480e-05,3.438684e-03,2.543866e-05,1.248265e-05,6.377228e-03
0.5,2.192535e-03,1.764648e-05,1.273534e-06,2.202036e-04,2.687540e-03,9.688052e-05,3.442552e-03,2.553440e-05,1.253791e-05,6.305270e-03
0.5,2.191729e-03,1.762465e-05,1.272048e-06,2.193217e-04,2.697567e-03,9.725224e-05,3.446206e-03,2.562916e-05,1.259272e-05,6.234619e-03
0.5,2.190926e-03,1.760292e-05,1.270564e-06,2.184424e-04,2.707494e-03,9.762001e-05,3.449650e-03,2.572296e-05,1.264707e-05,6.165246e-03
0.5,2.190125e-03,1.758130e-05,1.269081e-06,2.175657e-04,2.717322e-03,9.798391e-05,3.452887e-03,2.581582e-05,1.270098e-05,6.097119e-03
0.5,2.189327e-03,1.755979e-05,1.267600e-06,2.166917e-04,2.727053e-03,9.834399e-05,3.455923e-03,2.590775e-05,1.275445e-05,6.046648e-03
0.5,2.188530e-03,1.753838e-05,1.266121e-06,2.158205e-04,2.736689e-03,9.870031e-05,3.458762e-03,2.599877e-05,1.280749e-05,6.017855e-03
