t,x,y,z
6.870000000000000551e-01,-2.406239487853423786e-01,-2.406239487853412129e-01,4.722758101888202553e-01
6.880000000000000560e-01,-2.393384960195180100e-01,-2.393384960195168998e-01,4.738929720919202726e-01
6.890000000000000568e-01,-2.380526929589034668e-01,-2.380526929589023011e-01,4.754945340711699830e-01
6.900000000000000577e-01,-2.367666961474698684e-01,-2.367666961474687304e-01,4.770805058723001646e-01
6.910000000000000586e-01,-2.354806615790759894e-01,-2.354806615790748237e-01,4.786508998543124727e-01
6.920000000000000595e-01,-2.341947446709005676e-01,-2.341947446708994018e-01,4.802057309554880193e-01
6.930000000000000604e-01,-2.329091002374087671e-01,-2.329091002374075736e-01,4.817450166589015703e-01
6.940000000000000613e-01,-2.316238824648714778e-01,-2.316238824648703121e-01,4.832687769574423031e-01
6.950000000000000622e-01,-2.303392448864381437e-01,-2.303392448864369224e-01,4.847770343183643305e-01
6.960000000000000631e-01,-2.290553403577615388e-01,-2.290553403577603175e-01,4.862698136473926902e-01
6.970000000000000639e-01,-2.277723210331760728e-01,-2.277723210331748793e-01,4.877471422524045641e-01
6.980000000000000648e-01,-2.264903383424421435e-01,-2.264903383424409222e-01,4.892090498066918869e-01
6.990000000000000657e-01,-2.252095429680376903e-01,-2.252095429680364691e-01,4.906555683118502542e-01
7.000000000000000666e-01,-2.239300848230190988e-01,-2.239300848230178775e-01,4.920867320602898554e-01
7.010000000000000675e-01,-2.226521130294314976e-01,-2.226521130294302764e-01,4.935025775974075657e-01
7.020000000000000684e-01,-2.213757758972879630e-01,-2.213757758972866307e-01,4.949031436834218090e-01
7.030000000000000693e-01,-2.201012209041038059e-01,-2.201012209041025014e-01,4.962884712549001653e-01
7.039999999999999591e-01,-2.188285946749772559e-01,-2.188285946749760069e-01,4.976586033860125324e-01
7.049999999999999600e-01,-2.175580429632458235e-01,-2.175580429632444912e-01,4.990135852494891333e-01
7.059999999999999609e-01,-2.162897106316810925e-01,-2.162897106316797879e-01,5.003534640773450448e-01
7.069999999999999618e-01,-2.150237416342384300e-01,-2.150237416342370977e-01,5.016782891213685813e-01
7.079999999999999627e-01,-2.137602789983584772e-01,-2.137602789983571450e-01,5.029881116133912977e-01
7.089999999999999636e-01,-2.124994648078203374e-01,-2.124994648078190329e-01,5.042829847253540443e-01
7.099999999999999645e-01,-2.112414401861167912e-01,-2.112414401861154589e-01,5.055629635292198110e-01
7.109999999999999654e-01,-2.099863452803970021e-01,-2.099863452803956698e-01,5.068281049566892849e-01
7.119999999999999662e-01,-2.087343192459253927e-01,-2.087343192459240326e-01,5.080784677587976139e-01
7.129999999999999671e-01,-2.074855002310758423e-01,-2.074855002310745378e-01,5.093141124653746132e-01
7.139999999999999680e-01,-2.062400253628605129e-01,-2.062400253628592361e-01,5.105351013443877317e-01
7.149999999999999689e-01,-2.049980307329670182e-01,-2.049980307329656859e-01,5.117414983612021961e-01
7.159999999999999698e-01,-2.037596513843361601e-01,-2.037596513843347723e-01,5.129333691377375715e-01
7.169999999999999707e-01,-2.025250212982217246e-01,-2.025250212982203091e-01,5.141107809115903482e-01
7.179999999999999716e-01,-2.012942733817879581e-01,-2.012942733817865704e-01,5.152738024950755946e-01
