t,x,z
1.445000000000000062e+00,-4.852914902326673774e-01,2.097169747508953186e-01
1.445999999999999952e+00,-4.852662060878577543e-01,2.098418377261083712e-01
1.447000000000000064e+00,-4.852388095879642815e-01,2.099781962483684428e-01
1.447999999999999954e+00,-4.852092937587810795e-01,2.101260321050770208e-01
1.449000000000000066e+00,-4.851776508542350874e-01,2.102853262227572517e-01
1.449999999999999956e+00,-4.851438723617766957e-01,2.104560586681942791e-01
1.451000000000000068e+00,-4.851079490080717482e-01,2.106382086496107753e-01
1.451999999999999957e+00,-4.850698707649864216e-01,2.108317545178670371e-01
1.453000000000000069e+00,-4.850296268558769164e-01,2.110366737676902249e-01
1.453999999999999959e+00,-4.849872057621643640e-01,2.112529430389404883e-01
1.455000000000000071e+00,-4.849425952302050535e-01,2.114805381179074573e-01
1.455999999999999961e+00,-4.848957822784498162e-01,2.117194339386438973e-01
1.457000000000000073e+00,-4.848467532048880702e-01,2.119696045843342258e-01
1.457999999999999963e+00,-4.847954935947716981e-01,2.122310232887076042e-01
1.459000000000000075e+00,-4.847419883286249176e-01,2.125036624374849747e-01
